"current_path","current_lines","linked_screen_label_ids","migration_action","new_path","strategy_phase","notes"
"app/main/기능부품/인사관리서브/근태기록/근태관리메인.tsx","2307","30,31,34","통합후재작성","app/main/기능부품/인사관리서브/근태기록/근태관리메인.tsx","Phase 3","2307줄. hr_attendance 핵심. JM: 분할 필수"
"app/main/기능부품/인사관리서브/근태기록/근태달력뷰.tsx","452","34","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/근태달력뷰.tsx","Phase 3","근태 달력 뷰"
"app/main/기능부품/인사관리서브/근태기록/근태대시보드뷰.tsx","117","30","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/근태대시보드뷰.tsx","Phase 3","근태 대시보드 뷰"
"app/main/기능부품/인사관리서브/근태기록/근태일정뷰.tsx","432","30,34","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/근태일정뷰.tsx","Phase 3","근태 일정 뷰"
"app/main/기능부품/인사관리서브/근태기록/월간근태달력.tsx","120","34","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/월간근태달력.tsx","Phase 3","월간 근태 달력"
"app/main/기능부품/인사관리서브/근태기록/월간근태통계.tsx","70","30","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/월간근태통계.tsx","Phase 3","월간 근태 통계"
"app/main/기능부품/인사관리서브/근태기록/일일근태현황.tsx","28","30","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/일일근태현황.tsx","Phase 3","일일 근태 현황 (28줄 — re-export 추정)"
"app/main/기능부품/인사관리서브/근태이상통합분석.tsx","61","39,40","wrapper만 교체","app/main/기능부품/인사관리서브/근태이상통합분석.tsx","Phase 3","hr_attendance_alert"
"app/main/기능부품/인사관리서브/급여관리.tsx","656","41~53","통합후재작성","app/main/기능부품/인사관리서브/급여관리.tsx","Phase 3","656줄. hr_payroll 워크센터 라우터. JM: 검토"
"app/main/기능부품/인사관리서브/급여명세/4대보험EDI.tsx","350","46","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/4대보험EDI.tsx","Phase 3","4대보험 EDI"
"app/main/기능부품/인사관리서브/급여명세/감사로그상세.tsx","31","96","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/감사로그상세.tsx","Phase 3","감사로그 상세"
"app/main/기능부품/인사관리서브/급여명세/공제계산기.tsx","53","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/공제계산기.tsx","Phase 3","공제 계산기"
"app/main/기능부품/인사관리서브/급여명세/공제요약.tsx","30","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/공제요약.tsx","Phase 3","공제 요약"
"app/main/기능부품/인사관리서브/급여명세/교대제스케줄관리.tsx","33","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/교대제스케줄관리.tsx","Phase 3","교대제 스케줄"
"app/main/기능부품/인사관리서브/급여명세/급여계산기.tsx","780","41,42","통합후재작성","app/main/기능부품/인사관리서브/급여명세/급여계산기.tsx","Phase 3","780줄. hr_payroll 핵심. JM: 검토"
"app/main/기능부품/인사관리서브/급여명세/급여고도화센터.tsx","1153","41~53","통합후재작성","app/main/기능부품/인사관리서브/급여명세/급여고도화센터.tsx","Phase 3","1153줄. hr_payroll 고도화. JM: 분할 필수"
"app/main/기능부품/인사관리서브/급여명세/급여기준점검.tsx","25","50","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여기준점검.tsx","Phase 3","최저임금 기준 점검"
"app/main/기능부품/인사관리서브/급여명세/급여대장내보내기.tsx","143","43","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여대장내보내기.tsx","Phase 3","급여대장 내보내기"
"app/main/기능부품/인사관리서브/급여명세/급여대장월별요약.tsx","73","43","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여대장월별요약.tsx","Phase 3","급여대장 월별 요약"
"app/main/기능부품/인사관리서브/급여명세/급여대장표.tsx","185","43","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여대장표.tsx","Phase 3","급여대장 표"
"app/main/기능부품/인사관리서브/급여명세/급여명세서.tsx","2","41","유지","app/main/기능부품/인사관리서브/급여명세/급여명세서.tsx","Phase 3","2줄 — re-export 파일"
"app/main/기능부품/인사관리서브/급여명세/급여명세서PDF.tsx","110","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여명세서PDF.tsx","Phase 3","PDF 생성"
"app/main/기능부품/인사관리서브/급여명세/급여명세서발송.tsx","201","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여명세서발송.tsx","Phase 3","명세서 발송"
"app/main/기능부품/인사관리서브/급여명세/급여변경이력.tsx","73","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여변경이력.tsx","Phase 3","급여 변경 이력"
"app/main/기능부품/인사관리서브/급여명세/급여상세.tsx","641","42","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여상세.tsx","Phase 3","급여 상세"
"app/main/기능부품/인사관리서브/급여명세/급여시뮬레이터.tsx","211","47","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여시뮬레이터.tsx","Phase 3","급여 시뮬레이터"
"app/main/기능부품/인사관리서브/급여명세/급여월마감잠금.tsx","303","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여월마감잠금.tsx","Phase 3","월마감 잠금"
"app/main/기능부품/인사관리서브/급여명세/급여자동이체.tsx","262","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/급여자동이체.tsx","Phase 3","자동 이체"
"app/main/기능부품/인사관리서브/급여명세/급여정산.tsx","1795","42","통합후재작성","app/main/기능부품/인사관리서브/급여명세/급여정산.tsx","Phase 3","1795줄. hr_payroll 핵심 탭. JM: 분할 필수"
"app/main/기능부품/인사관리서브/급여명세/노무준수패널.tsx","60","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/노무준수패널.tsx","Phase 3","노무 준수 패널"
"app/main/기능부품/인사관리서브/급여명세/메시지양식.tsx","13","41","유지","app/main/기능부품/인사관리서브/급여명세/메시지양식.tsx","Phase 3","13줄 — 상수/re-export"
"app/main/기능부품/인사관리서브/급여명세/무급결근차감.tsx","321","53","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/무급결근차감.tsx","Phase 3","무급결근 차감"
"app/main/기능부품/인사관리서브/급여명세/미지급수당알림.tsx","166","52","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/미지급수당알림.tsx","Phase 3","미지급 수당 알림"
"app/main/기능부품/인사관리서브/급여명세/법정기준패널.tsx","51","50","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/법정기준패널.tsx","Phase 3","법정 기준 패널"
"app/main/기능부품/인사관리서브/급여명세/부서별급여분포.tsx","39","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/부서별급여분포.tsx","Phase 3","부서별 급여 분포"
"app/main/기능부품/인사관리서브/급여명세/비과세한도체크.tsx","136","50","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/비과세한도체크.tsx","Phase 3","비과세 한도 체크"
"app/main/기능부품/인사관리서브/급여명세/비과세항목설정.tsx","103","50","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/비과세항목설정.tsx","Phase 3","비과세 항목 설정"
"app/main/기능부품/인사관리서브/급여명세/세금신고.tsx","13","45","유지","app/main/기능부품/인사관리서브/급여명세/세금신고.tsx","Phase 3","13줄 — re-export"
"app/main/기능부품/인사관리서브/급여명세/세금자동신고.tsx","294","45","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/세금자동신고.tsx","Phase 3","세금 자동 신고"
"app/main/기능부품/인사관리서브/급여명세/세율보험요율관리.tsx","381","46","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/세율보험요율관리.tsx","Phase 3","세율/보험요율"
"app/main/기능부품/인사관리서브/급여명세/세전세후비교.tsx","239","47","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/세전세후비교.tsx","Phase 3","세전/세후 비교"
"app/main/기능부품/인사관리서브/급여명세/수당관리.tsx","29","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/수당관리.tsx","Phase 3","수당 관리"
"app/main/기능부품/인사관리서브/급여명세/수당목록.tsx","23","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/수당목록.tsx","Phase 3","수당 목록"
"app/main/기능부품/인사관리서브/급여명세/알림템플릿관리.tsx","37","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/알림템플릿관리.tsx","Phase 3","알림 템플릿"
"app/main/기능부품/인사관리서브/급여명세/연말정산.tsx","546","45","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/연말정산.tsx","Phase 3","연말정산"
"app/main/기능부품/인사관리서브/급여명세/연차종합대시보드.tsx","405","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/연차종합대시보드.tsx","Phase 3","연차 종합 대시보드"
"app/main/기능부품/인사관리서브/급여명세/예상퇴직금연차대시보드.tsx","71","44","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/예상퇴직금연차대시보드.tsx","Phase 3","퇴직금/연차 대시보드"
"app/main/기능부품/인사관리서브/급여명세/이직률근속률대시보드.tsx","41","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/이직률근속률대시보드.tsx","Phase 3","이직률/근속률"
"app/main/기능부품/인사관리서브/급여명세/인건비추이분석.tsx","57","73,76,77","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/인건비추이분석.tsx","Phase 3","인건비 추이 — mgmt 연계 가능. 추정"
"app/main/기능부품/인사관리서브/급여명세/인사대시보드통합.tsx","34","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/인사대시보드통합.tsx","Phase 3","인사 대시보드"
"app/main/기능부품/인사관리서브/급여명세/일용근로정산.tsx","679","42","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/일용근로정산.tsx","Phase 3","일용 근로 정산"
"app/main/기능부품/인사관리서브/급여명세/임금피크제.tsx","145","49","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/임금피크제.tsx","Phase 3","임금피크제"
"app/main/기능부품/인사관리서브/급여명세/입퇴사온보딩.tsx","286","27","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/입퇴사온보딩.tsx","Phase 3","입퇴사 온보딩"
"app/main/기능부품/인사관리서브/급여명세/정산신고센터.tsx","222","42,45","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/정산신고센터.tsx","Phase 3","정산/신고 센터"
"app/main/기능부품/인사관리서브/급여명세/주52시간모니터링.tsx","101","41","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/주52시간모니터링.tsx","Phase 3","주52시간 모니터링"
"app/main/기능부품/인사관리서브/급여명세/중간정산.tsx","789","42,44","통합후재작성","app/main/기능부품/인사관리서브/급여명세/중간정산.tsx","Phase 3","789줄. JM: 검토"
"app/main/기능부품/인사관리서브/급여명세/직원급여입력카드.tsx","220","42","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/직원급여입력카드.tsx","Phase 3","직원 급여 입력 카드"
"app/main/기능부품/인사관리서브/급여명세/총인건비예측.tsx","127","73,76","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/총인건비예측.tsx","Phase 3","총인건비 예측 — mgmt 연계. 추정"
"app/main/기능부품/인사관리서브/급여명세/최저임금체크.tsx","213","50","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/최저임금체크.tsx","Phase 3","최저임금 체크"
"app/main/기능부품/인사관리서브/급여명세/통상임금계산기.tsx","179","51","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/통상임금계산기.tsx","Phase 3","통상임금 계산기"
"app/main/기능부품/인사관리서브/급여명세/퇴직금계산기.tsx","103","44","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/퇴직금계산기.tsx","Phase 3","퇴직금 계산기"
"app/main/기능부품/인사관리서브/급여명세/퇴직연금관리.tsx","173","48","wrapper만 교체","app/main/기능부품/인사관리서브/급여명세/퇴직연금관리.tsx","Phase 3","퇴직연금 관리"
"app/main/기능부품/인사관리서브/면허자격증관리.tsx","453","57","wrapper만 교체","app/main/기능부품/인사관리서브/면허자격증관리.tsx","Phase 3","hr_license"
"app/main/기능부품/인사관리서브/문서보관함.tsx","456","61","wrapper만 교체","app/main/기능부품/인사관리서브/문서보관함.tsx","Phase 3","hr_doc_archive"
"app/main/기능부품/인사관리서브/법인카드사용내역.tsx","399","80","wrapper만 교체","app/main/기능부품/인사관리서브/법인카드사용내역.tsx","Phase 4","settings_company 법인카드 탭"
"app/main/기능부품/인사관리서브/비품장비대여관리.tsx","478","","wrapper만 교체","app/main/기능부품/인사관리서브/비품장비대여관리.tsx","Phase 4","스크린 미매핑. admin_비품대여설정 연계. 추정"
"app/main/기능부품/인사관리서브/사고보고서.tsx","576","","wrapper만 교체","app/main/기능부품/인사관리서브/사고보고서.tsx","Phase 4","hr_사고보고서 권한 연계. 스크린 미매핑. 추정"
"app/main/기능부품/인사관리서브/스마트서류제출.tsx","428","63","wrapper만 교체","app/main/기능부품/인사관리서브/스마트서류제출.tsx","Phase 3","hr_submit"
"app/main/기능부품/인사관리서브/연차소멸알림.tsx","183","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/연차소멸알림.tsx","Phase 3","hr_leave 연계"
"app/main/기능부품/인사관리서브/오프보딩.tsx","666","","wrapper만 교체","app/main/기능부품/인사관리서브/오프보딩.tsx","Phase 4","hr_오프보딩 권한. 스크린 미매핑. 추정"
"app/main/기능부품/인사관리서브/원천징수파일생성.tsx","248","45","wrapper만 교체","app/main/기능부품/인사관리서브/원천징수파일생성.tsx","Phase 3","hr_payroll 원천징수 탭"
"app/main/기능부품/인사관리서브/의료기기점검.tsx","279","58","wrapper만 교체","app/main/기능부품/인사관리서브/의료기기점검.tsx","Phase 3","hr_medical_device"
"app/main/기능부품/인사관리서브/인력예측.tsx","72","","wrapper만 교체","app/main/기능부품/인사관리서브/인력예측.tsx","Phase 4","스크린 미매핑. mgmt 또는 hr 연계. 추정"
"app/main/기능부품/인사관리서브/인력예측/인건비예측.tsx","59","","wrapper만 교체","app/main/기능부품/인사관리서브/인력예측/인건비예측.tsx","Phase 4","스크린 미매핑. 추정"
"app/main/기능부품/인사관리서브/인사발령관리.tsx","512","28","wrapper만 교체","app/main/기능부품/인사관리서브/인사발령관리.tsx","Phase 3","hr_personnel_order"
"app/main/기능부품/인사관리서브/인사이력타임라인.tsx","107","27,28","wrapper만 교체","app/main/기능부품/인사관리서브/인사이력타임라인.tsx","Phase 3","인사 이력 타임라인"
"app/main/기능부품/인사관리서브/인사통합설정.tsx","178","78~84","wrapper만 교체","app/main/기능부품/인사관리서브/인사통합설정.tsx","Phase 4","settings_company 탭 연계"
"app/main/기능부품/인사관리서브/조기퇴근감지.tsx","313","39,40","wrapper만 교체","app/main/기능부품/인사관리서브/조기퇴근감지.tsx","Phase 3","hr_attendance_alert"
"app/main/기능부품/인사관리서브/조직도편집기.tsx","289","","wrapper만 교체","app/main/기능부품/인사관리서브/조직도편집기.tsx","Phase 3","extra_조직도 권한. 스크린 미매핑"
"app/main/기능부품/인사관리서브/증명서발급.tsx","634","62","wrapper만 교체","app/main/기능부품/인사관리서브/증명서발급.tsx","Phase 3","hr_certificate"
"app/main/기능부품/인사관리서브/지각조퇴분석.tsx","249","39,40","wrapper만 교체","app/main/기능부품/인사관리서브/지각조퇴분석.tsx","Phase 3","hr_attendance_alert"
"app/main/기능부품/인사관리서브/포상징계관리.tsx","139","","wrapper만 교체","app/main/기능부품/인사관리서브/포상징계관리.tsx","Phase 4","hr_포상징계 권한. 스크린 미매핑. 추정"
"app/main/기능부품/인사관리서브/휴가신청/근태이상탐지.tsx","232","39,40","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/근태이상탐지.tsx","Phase 3","hr_attendance_alert"
"app/main/기능부품/인사관리서브/휴가신청/근태차감시뮬레이터.tsx","285","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/근태차감시뮬레이터.tsx","Phase 3","hr_leave"
"app/main/기능부품/인사관리서브/휴가신청/연차원장.tsx","326","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/연차원장.tsx","Phase 3","hr_leave"
"app/main/기능부품/인사관리서브/휴가신청/연차촉진시스템.tsx","336","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/연차촉진시스템.tsx","Phase 3","hr_leave"
"app/main/기능부품/인사관리서브/휴가신청/휴가관리메인.tsx","527","35,36,37,38","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/휴가관리메인.tsx","Phase 3","hr_leave"
"app/main/기능부품/인사관리서브/휴가신청/휴일근무규칙설정.tsx","189","35~38","wrapper만 교체","app/main/기능부품/인사관리서브/휴가신청/휴일근무규칙설정.tsx","Phase 3","hr_leave"
"app/main/기능부품/입금실시간조회.tsx","873","","유지","app/main/기능부품/입금실시간조회.tsx","Post-launch","extra_입금실시간조회 STRICT. 96장 미포함. 추정: ops 메뉴"
"app/main/기능부품/재고관리서브/ABC분석.tsx","184","70","wrapper만 교체","app/main/기능부품/재고관리서브/ABC분석.tsx","Phase 3","ops_inventory_close"
"app/main/기능부품/재고관리서브/AS반품관리.tsx","797","","wrapper만 교체","app/main/기능부품/재고관리서브/AS반품관리.tsx","Phase 4","inventory_AS반품 권한. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/InventoryChoiceControls.tsx","185","64,65","wrapper만 교체","app/main/기능부품/재고관리서브/InventoryChoiceControls.tsx","Phase 3","ops_inventory 탭 컨트롤"
"app/main/기능부품/재고관리서브/InventoryDesignPanels.tsx","67","64","wrapper만 교체","app/main/기능부품/재고관리서브/InventoryDesignPanels.tsx","Phase 3","재고현황 디자인 패널"
"app/main/기능부품/재고관리서브/SupplierDocumentWorkspace.tsx","61","67","wrapper만 교체","app/main/기능부품/재고관리서브/SupplierDocumentWorkspace.tsx","Phase 3","공급사 문서 워크스페이스"
"app/main/기능부품/재고관리서브/UDI관리.tsx","138","","wrapper만 교체","app/main/기능부품/재고관리서브/UDI관리.tsx","Phase 4","inventory_UDI 권한. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/가격이력.tsx","201","64,66","wrapper만 교체","app/main/기능부품/재고관리서브/가격이력.tsx","Phase 3","재고현황/입출고 연계"
"app/main/기능부품/재고관리서브/거래처관리.tsx","224","","wrapper만 교체","app/main/기능부품/재고관리서브/거래처관리.tsx","Phase 4","inventory_거래처. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/기능팝업창.tsx","245","64,65,66","wrapper만 교체","app/main/기능부품/재고관리서브/기능팝업창.tsx","Phase 3","재고 기능 팝업"
"app/main/기능부품/재고관리서브/납품확인서.tsx","192","","wrapper만 교체","app/main/기능부품/재고관리서브/납품확인서.tsx","Phase 4","inventory_납품확인서. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/명세서관리.tsx","564","66","wrapper만 교체","app/main/기능부품/재고관리서브/명세서관리.tsx","Phase 3","ops_inventory_io"
"app/main/기능부품/재고관리서브/물품등록.tsx","390","66","wrapper만 교체","app/main/기능부품/재고관리서브/물품등록.tsx","Phase 3","ops_inventory_io"
"app/main/기능부품/재고관리서브/발주관리.tsx","511","67","wrapper만 교체","app/main/기능부품/재고관리서브/발주관리.tsx","Phase 3","ops_purchase_order"
"app/main/기능부품/재고관리서브/부서별물품장비현황.tsx","259","07,64,65","wrapper만 교체","app/main/기능부품/재고관리서브/부서별물품장비현황.tsx","Phase 3","ops_dept_inventory / ops_inventory 연계"
"app/main/기능부품/재고관리서브/부서소모기록.tsx","289","64,65","wrapper만 교체","app/main/기능부품/재고관리서브/부서소모기록.tsx","Phase 3","ops_inventory 탭"
"app/main/기능부품/재고관리서브/소모품통계.tsx","139","70","wrapper만 교체","app/main/기능부품/재고관리서브/소모품통계.tsx","Phase 3","ops_inventory_close"
"app/main/기능부품/재고관리서브/스캔모듈완성.tsx","280","66,69","wrapper만 교체","app/main/기능부품/재고관리서브/스캔모듈완성.tsx","Phase 3","입출고 스캔 / ops_assets QR"
"app/main/기능부품/재고관리서브/업체별현황.tsx","351","","wrapper만 교체","app/main/기능부품/재고관리서브/업체별현황.tsx","Phase 4","스크린 미매핑. 재고 관리 연계. 추정"
"app/main/기능부품/재고관리서브/유효기간알림.tsx","259","64","wrapper만 교체","app/main/기능부품/재고관리서브/유효기간알림.tsx","Phase 3","재고현황 연계"
"app/main/기능부품/재고관리서브/자산QR관리.tsx","181","68,69","wrapper만 교체","app/main/기능부품/재고관리서브/자산QR관리.tsx","Phase 3","ops_assets"
"app/main/기능부품/재고관리서브/재고수요예측.tsx","198","70","wrapper만 교체","app/main/기능부품/재고관리서브/재고수요예측.tsx","Phase 3","ops_inventory_close"
"app/main/기능부품/재고관리서브/재고실사.tsx","345","","wrapper만 교체","app/main/기능부품/재고관리서브/재고실사.tsx","Phase 4","inventory_재고실사. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/재고알림시스템.tsx","141","64","wrapper만 교체","app/main/기능부품/재고관리서브/재고알림시스템.tsx","Phase 3","재고현황 알림"
"app/main/기능부품/재고관리서브/재고월마감.tsx","438","70","wrapper만 교체","app/main/기능부품/재고관리서브/재고월마감.tsx","Phase 3","ops_inventory_close"
"app/main/기능부품/재고관리서브/재고이관.tsx","580","","wrapper만 교체","app/main/기능부품/재고관리서브/재고이관.tsx","Phase 4","inventory_이관. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리서브/재고팝업창.tsx","106","64,65,66","wrapper만 교체","app/main/기능부품/재고관리서브/재고팝업창.tsx","Phase 3","재고 팝업"
"app/main/기능부품/재고관리서브/재고현황뷰.tsx","873","64","통합후재작성","app/main/기능부품/재고관리서브/재고현황뷰.tsx","Phase 3","873줄. ops_inventory 핵심. JM: 검토"
"app/main/기능부품/재고관리서브/촬영모듈.tsx","147","66,69","wrapper만 교체","app/main/기능부품/재고관리서브/촬영모듈.tsx","Phase 3","촬영 모듈"
"app/main/기능부품/재고관리서브/카테고리관리.tsx","197","","wrapper만 교체","app/main/기능부품/재고관리서브/카테고리관리.tsx","Phase 4","inventory_카테고리. 스크린 미매핑. 추정"
"app/main/기능부품/재고관리통합.tsx","458","64~70","wrapper만 교체","app/main/기능부품/ops/재고관리통합.tsx","Phase 3","ops 재고 진입 라우터"
"app/main/기능부품/전자결재.tsx","1266","25,26","통합후재작성","app/main/기능부품/work/전자결재.tsx","Phase 3","1266줄. work_approval/compose. JM: 분할 필수"
"app/main/기능부품/전자결재서브/ApprovalComposerView.tsx","558","26","wrapper만 교체","app/main/기능부품/전자결재서브/ApprovalComposerView.tsx","Phase 3","work_approval_compose"
"app/main/기능부품/전자결재서브/ApprovalDetailModal.tsx","263","25","wrapper만 교체","app/main/기능부품/전자결재서브/ApprovalDetailModal.tsx","Phase 3","결재 상세 모달"
"app/main/기능부품/전자결재서브/ApprovalInboxView.tsx","495","25","wrapper만 교체","app/main/기능부품/전자결재서브/ApprovalInboxView.tsx","Phase 3","work_approval 기안함"
"app/main/기능부품/전자결재서브/ApprovalMetaPanels.tsx","382","25,26","wrapper만 교체","app/main/기능부품/전자결재서브/ApprovalMetaPanels.tsx","Phase 3","결재 메타 패널"
"app/main/기능부품/전자결재서브/approval-print-utils.tsx","273","25","유지","app/main/기능부품/전자결재서브/approval-print-utils.tsx","Phase 3","인쇄 유틸. 변경 없음"
"app/main/기능부품/전자결재서브/ApprovalRiskReviewDialog.tsx","228","25","wrapper만 교체","app/main/기능부품/전자결재서브/ApprovalRiskReviewDialog.tsx","Phase 3","리스크 검토 다이얼로그"
"app/main/기능부품/전자결재서브/AttendanceCorrectionDateSection.tsx","294","26","wrapper만 교체","app/main/기능부품/전자결재서브/AttendanceCorrectionDateSection.tsx","Phase 3","출결 정정 날짜 섹션"
"app/main/기능부품/전자결재서브/AttendanceCorrectionSummary.tsx","157","26","wrapper만 교체","app/main/기능부품/전자결재서브/AttendanceCorrectionSummary.tsx","Phase 3","출결 정정 요약"
"app/main/기능부품/전자결재서브/ReportApprovalForm.tsx","398","25,26","wrapper만 교체","app/main/기능부품/전자결재서브/ReportApprovalForm.tsx","Phase 3","보고 결재 양식"
"app/main/기능부품/전자결재서브/SuppliesInventorySection.tsx","92","26","wrapper만 교체","app/main/기능부품/전자결재서브/SuppliesInventorySection.tsx","Phase 3","비품 재고 섹션"
"app/main/기능부품/전자결재서브/SuppliesItemTable.tsx","376","26","wrapper만 교체","app/main/기능부품/전자결재서브/SuppliesItemTable.tsx","Phase 3","비품 항목 테이블"
"app/main/기능부품/전자결재서브/SuppliesMetaSection.tsx","253","26","wrapper만 교체","app/main/기능부품/전자결재서브/SuppliesMetaSection.tsx","Phase 3","비품 메타 섹션"
"app/main/기능부품/전자결재서브/결재양식빌더.tsx","249","91,92","wrapper만 교체","app/main/기능부품/전자결재서브/결재양식빌더.tsx","Phase 3","settings_approval_form"
"app/main/기능부품/전자결재서브/결재캘린더.tsx","132","25","wrapper만 교체","app/main/기능부품/전자결재서브/결재캘린더.tsx","Phase 3","결재 캘린더"
"app/main/기능부품/전자결재서브/공문발송양식.tsx","205","26","wrapper만 교체","app/main/기능부품/전자결재서브/공문발송양식.tsx","Phase 3","공문 발송 양식"
"app/main/기능부품/전자결재서브/관리행정양식.tsx","193","26","wrapper만 교체","app/main/기능부품/전자결재서브/관리행정양식.tsx","Phase 3","관리 행정 양식"
"app/main/기능부품/전자결재서브/근태신청양식.tsx","280","26","wrapper만 교체","app/main/기능부품/전자결재서브/근태신청양식.tsx","Phase 3","근태 신청 양식"
"app/main/기능부품/전자결재서브/비품구매양식.tsx","816","26","통합후재작성","app/main/기능부품/전자결재서브/비품구매양식.tsx","Phase 3","816줄. JM: 검토"
"app/main/기능부품/전자결재서브/수리요청서양식.tsx","102","26","wrapper만 교체","app/main/기능부품/전자결재서브/수리요청서양식.tsx","Phase 3","수리 요청서 양식"
"app/main/기능부품/전자결재서브/양식빌더.tsx","9","91,92","유지","app/main/기능부품/전자결재서브/양식빌더.tsx","Phase 3","9줄 — re-export"
"app/main/기능부품/전자결재서브/양식신청.tsx","247","26","wrapper만 교체","app/main/기능부품/전자결재서브/양식신청.tsx","Phase 3","양식 신청"
"app/main/기능부품/전자결재서브/연차사용계획서양식.tsx","130","26","wrapper만 교체","app/main/기능부품/전자결재서브/연차사용계획서양식.tsx","Phase 3","연차 사용 계획서"
"app/main/기능부품/전자결재서브/전자서명패널.tsx","175","26","wrapper만 교체","app/main/기능부품/전자결재서브/전자서명패널.tsx","Phase 3","전자 서명 패널"
"app/main/기능부품/전자결재서브/직인관리.tsx","302","91,92","wrapper만 교체","app/main/기능부품/전자결재서브/직인관리.tsx","Phase 3","직인 관리"
"app/main/기능부품/전자결재서브/출결정정양식.tsx","609","26","wrapper만 교체","app/main/기능부품/전자결재서브/출결정정양식.tsx","Phase 3","출결 정정 양식"
"app/main/기능부품/조직도서브/OrgChart.tsx","1172","","통합후재작성","app/main/기능부품/조직도서브/OrgChart.tsx","Phase 4","1172줄. extra_조직도. JM: 분할 필수. 추정: 메뉴 배치 논의 필요"
"app/main/기능부품/조직도서브/조직도그림.tsx","984","","통합후재작성","app/main/기능부품/조직도서브/조직도그림.tsx","Phase 4","984줄. JM: 분할 필수"
"app/main/기능부품/조직도서브/조직도본문.tsx","398","","wrapper만 교체","app/main/기능부품/조직도서브/조직도본문.tsx","Phase 4","조직도 본문"
"app/main/기능부품/조직도서브/조직도직원카드.tsx","90","","wrapper만 교체","app/main/기능부품/조직도서브/조직도직원카드.tsx","Phase 4","직원 카드"
"app/main/기능부품/조직도서브/조직도측면창.tsx","1000","","통합후재작성","app/main/기능부품/조직도서브/조직도측면창.tsx","Phase 4","1000줄. JM: 분할 필수"
